"﻿Código Plan";Carrera;Cohorte;"Número de alumno";Bloqueo;"Causal Bloqueo";RUN;DV;Nombres;;"Primer Apellido";"Segundo Apellido";Logro;"Fecha Logro";"Última Carga"
HW2;Magia;2012-01;386052;S;"ALUMNO CON DEUDA MOROSA";25920515;K;REYNAL;KATHE;REGO;SOMALO;INGRESO;2012-01;
HP2;Magia;2004-01;408670;S;"SUSPENSION DE ESTUDIOS";6944215;6;SCARLETT;BENEDICTO;BASCUÑÁN;CRESPO;INGRESO;2006-01;
HP1;Magia;2004-01;639631;S;"CAMBIO DE PLAN O CARRERA";19654024;9;GERALD;THABATTA;PAGANI;GLADE;"PRIMER AÑO";2005-01;2008-02
HP1;Magia;2004-01;577490;S;"ALUMNO EGRESADO";16411598;6;ORLANDA;IVICA;ASTORGA;IRARRAZABAL;"SEGUNDO AÑO";2006-01;2009-01
HP1;Magia;2004-01;391578;S;"CAMBIO DE PLAN O CARRERA";25327384;4;LORETO;MIRYAM;MEDRANO;VALERO;"PRIMER AÑO";2006-01;2008-02
HP1;Magia;2004-01;520633;S;"BLOQUEO POR NO INSCRIPCION";23579384;5;RENATO;LEBBY;SOLER;CABELLO;"PRIMER AÑO";2004-02;2004-02
HP1;Magia;2004-01;602625;S;"ALUMNO EGRESADO";6573567;0;BORIS;SEILYT;STREINESBERGER;VOITMANN;"QUINTO AÑO- EGRESO";2009-01;2009-01
HW1;Magia;2004-01;544587;S;"ALUMNO LICENCIADO";10318740;5;GIORDANO;EUNICE;CHINGA;BRIONES;"QUINTO AÑO - EGRESO";2008-01;2008-01
HW2;Magia;2004-01;643194;S;"ALUMNO LICENCIADO";12674025;3;RAÙL;HELIOT;LINSAMBARTH;CUMSILLE;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2019-02;2019-02
HP1;Magia;2003-01;383758;S;"ALUMNO LICENCIADO";15141584;4;AZUCENA;BENNY;TUKI;BAUTISTA;"SEGUNDO AÑO";2005-01;2007-02
HP1;Magia;2004-01;368554;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";14687933;7;ISAURA;FARA;BLUMBERG;LOBO;"PRIMER AÑO";2005-02;2007-01
HW2;Magia;2006-01;438291;S;"ALUMNO CON DEUDA MOROSA";7498772;1;JULIETA;MARCEL;GANDARA;MARILICAN;INGRESO;2006-01;
HW2;Magia;2010-02;646646;S;"ALUMNO CON DEUDA MOROSA";10465735;3;JULIAN;ANAVÌ;HURTADO;CANEPA;INGRESO;2010-02;2012-01
HP1;Magia;2006-01;442707;S;"ALUMNO EGRESADO";6480504;5;DRINA;LILY;PUEBLA;LONGUEIRA;"QUINTO AÑO- EGRESO";2008-02;2008-02
HP2;Magia;2006-01;647476;S;"ALUMNO CON DEUDA MOROSA";8518963;4;YAZÍD;GLEN;ASSEF;DIEZ;INGRESO;2006-01;
HP1;Magia;2003-01;640818;S;"ALUMNO LICENCIADO";13414788;6;AIRY;ROSARIO;BONHOMME;SEVERINOS;"SEGUNDO AÑO";2005-01;2007-01
HP2;Magia;2008-01;467416;S;"BLOQUEO POR NO INSCRIPCION";23264120;5;HELGA;YEZNEE;MANSO;MÜLLER;INGRESO;2008-01;2008-01
HP2;Magia;2006-01;622434;S;"RENUNCIA FINANCIERA";11930407;5;PRICILA;ILICH;STOWHAS;LIMA;INGRESO;2006-01;
HP1;Magia;2004-01;431595;S;"BLOQUEO POR NO INSCRIPCION";13741553;5;TALIA;LESLIA;CUELLAR;CARCAMO;"SEGUNDO AÑO";2006-01;2006-01
HP1;Magia;2004-01;653617;S;"CAMBIO DE PLAN O CARRERA";12059159;8;JULIA;ANIETT;JUICA;NATIVIA;"PRIMER AÑO";2005-02;2007-02
HP1;Magia;2004-01;555585;S;"ALUMNO EGRESADO";25415107;5;KEVIN;MARIANGELA;LIAÑO;NAVEA;"SEGUNDO AÑO";2006-01;2008-01
WH1;Hechicería;2006-01;523035;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS";17450969;1;FDO.;NAHARA;CARVALLO;AIYELEF;INGRESO;2006-01;2009-01
PH1;Magia;2009-01;526615;S;RENUNCIA;7478762;6;MARIA;EVELINE;AIYELEF;CARDEÑA;INGRESO;2009-01;
HP1;Magia;2004-01;419505;S;"ALUMNO EGRESADO";25172510;1;DELZI;XIMENA;HERMOSILLA;ALMENDARES;"SEGUNDO AÑO";2006-01;2008-02
HP1;Magia;2004-01;382638;S;"ALUMNO CON DEUDA MOROSA";18699008;1;GRICHKA;YERALDINE;LINARES;JACQUES;"PRIMER AÑO";2004-02;2005-01
HP2;Magia;2005-01;591189;N;"Sin Bloqueo";11533381;6;AND.;JOCEYN;LEHMANN;MERCURIO;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2019-02;2019-02
HP1;Magia;2004-01;604600;S;"ALUMNO EGRESADO";14078314;0;VICKY;LORNA;VELOZ;NUSSBAUM;"SEGUNDO AÑO";2006-02;2008-02
HP2;Magia;2007-01;568763;S;"SUSPENSION DE ESTUDIOS";10549394;K;CLARA;OLGA;BAIGORRI;TOME;INGRESO;2007-01;
HP2;Magia;2005-01;413154;S;"SUSPENSION DE ESTUDIOS";13681672;0;TREISSY;LIZA;ÁLAMOS;IBÁNEZ;INGRESO;2005-01;
HP1;Magia;2004-01;400553;S;"CAMBIO DE PLAN O CARRERA";21385593;4;MABERLI;MARA;PATIÑO;JAMET;"PRIMER AÑO";2005-02;2007-02
HP2;Magia;2007-01;620791;S;"RENUNCIA FINANCIERA";19528011;0;VIERA;CHEUQUELEN;LIGARDI;OBANDO;INGRESO;2007-01;
HP1;Magia;2005-01;436675;S;"ALUMNO LICENCIADO";17884258;4;RODRI;DAISE;AUGOSTO;BASTÍAS;"QUINTO AÑO- EGRESO";2009-01;2009-01
HP1;Magia;2004-01;470577;N;"Sin Bloqueo";13408370;1;JORDANNA;MARSA;GAHONA;CAÑETE;"QUINTO AÑO- EGRESO";2009-02;2009-02
HP1;Magia;2004-01;394494;S;"ALUMNO CON DEUDA MOROSA";9136025;8;ESTIBALIA;ABNER;ENCALADA;BRICEÑO;"SEGUNDO AÑO";2006-02;2008-02
HP1;Magia;2004-01;604513;N;"Sin Bloqueo";15053269;4;NILIMA;VERÓNICA;MENANTEAUX;BASIC;"SEGUNDO AÑO";2006-02;2008-02
HP1;Magia;2004-01;367626;S;"ALUMNO EGRESADO";13029690;K;SABINO;REINERIO;REINOSO;BETANCOURT;"SEGUNDO AÑO";2006-01;2008-01
HP1;Magia;2004-01;523480;S;"ALUMNO EGRESADO";13147953;5;YUAN;ELIHU;ALTAMIRANO;GALASSO;"SEGUNDO AÑO";2006-01;2008-01
HP1;Magia;2004-01;511560;S;"ALUMNO EGRESADO";22711816;7;LIDIA;LENIN;VOLKER;QUITRAL;"SEGUNDO AÑO";2006-01;2008-02
HP1;Magia;2004-01;402543;S;"ALUMNO CON DEUDA MOROSA";20681101;4;RAUL;TITO;ESPARZA;CUEVAS;INGRESO;2004-01;
HP2;Magia;2006-01;476417;S;"BLOQUEO POR NO INSCRIPCION";7403275;4;DANTE;MARIO;CRISTI;1;INGRESO;2006-01;
HP2;Magia;2006-01;586556;S;"RENUNCIA FINANCIERA";9040571;K;MAXIMO;NENAY;CORONADO;ARLEGUI;INGRESO;2006-01;
HP2;Magia;2007-01;591767;S;"ALUMNO CON DEUDA MOROSA";16015460;9;YUYUNIS;MARIANNE;BARRUETOS;POVEDA;INGRESO;2007-01;
HW2;Magia;2006-01;446574;S;"BLOQUEO POR NO INSCRIPCION";21467028;8;FLOR;ALDOGESU;VALLADARES;BAYER;"1 SEMESTRE";2006-02;
WH1;Hechicería;2009-01;571175;S;"BLOQUEO POR NO INSCRIPCION";21264291;1;TITO;YECZABETH;STOWHAS;OVANDO;"2 AÑO";2012-01;2016-01
WH1;Hechicería;2006-01;428040;S;"RENUNCIA FINANCIERA";23480615;K;SAMUEL;HERNITA;BETTANCOURT;LANAS;INGRESO;2006-01;
HP2;Magia;2007-01;645726;S;"RENUNCIA FINANCIERA";13976778;3;KATHALINA;ANAY;ROJO;TERRA;INGRESO;2007-01;
HP2;Magia;2005-01;616109;S;"SUSPENSION DE ESTUDIOS";21114508;8;SON;DEIVY;FREIRE;CASTILLO;INGRESO;2005-01;
HP2;Magia;2005-01;547210;S;"CAMBIO DE PLAN O CARRERA";11182754;9;HEBERT;LIU;GUZÑAY;RIOS;INGRESO;2005-01;
HW2;Magia;2022-01;642351;S;RENUNCIA;22818909;5;DANIELLE;MILENE;OVALLE;CANCINO;INGRESO;2022-01;
PH1;Magia;2012-01;439885;S;"ALUMNO CON DEUDA MOROSA";15280554;2;JULIETA;ARIKI;GALATZAN;DAZA;INGRESO;2012-01;
HW2;Magia;2020-01;521122;N;"Sin Bloqueo";19632233;7;NICOLÁS;WILLEAMS;BAEZ;ECHAGÜE;"8 SEMESTRE";2023-02;2024-02
HW2;Magia;2014-01;495402;S;"ALUMNO CON DEUDA MOROSA";8468513;5;ROGER;MAURICIA;PETRILLO;TUDELA;INGRESO;2014-01;
HW2;Magia;2005-01;425072;S;"SUSPENSION DE ESTUDIOS";9475100;2;FRANCISCA;YASNINA;CAIMANQUE;OPAZO;INGRESO;2005-01;
HP2;Magia;2005-01;497196;S;"ALUMNO LICENCIADO";22488570;4;LINDSAY;ROMINIC;ECHAGÜE;CUTURRUFO;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2015-01;2015-01
HP2;Magia;2010-01;497240;S;"SUSPENSION DE ESTUDIOS";17437727;0;JEANNINA;CHRISTOFER;GALASSO;MARILICAN;"1 SEMESTRE";2011-01;
WH1;Hechicería;2008-01;642153;S;"BLOQUEO POR NO INSCRIPCION";15162988;1;KATTHERINE;TRISTAN;MADARIAGA;GARRETON;"1 AÑO";2012-01;2013-01
WH1;Hechicería;2006-01;434041;S;"BLOQUEO POR NO INSCRIPCION";16684233;8;MERLY;VALEZCA;RETAMAL;LUSTIG;"3 AÑO";2012-01;2013-02
HP1;Magia;2004-01;534527;S;"ALUMNO EGRESADO";6472474;7;JOEL;NICCOLE;PAINEFIL;GALATZAN;"SEGUNDO AÑO";2006-01;2008-01
HP2;Magia;2006-01;424654;S;"ALUMNO CON DEUDA MOROSA";18101403;1;SABINE;AND.;THENOUX;FRANCKE;"7 SEMESTRE";2011-02;2011-02
PH1;Magia;2007-01;572210;N;"Sin Bloqueo";20956662;0;MARIA-BELEN;HAROLDO;CALFILEO;DAWSON;INGRESO;2007-01;2008-01
HP2;Magia;2008-01;473496;N;"Sin Bloqueo";24363147;8;AMAYA;FLORENCIO;TELLO;SERPA;INGRESO;2008-01;
HP2;Magia;2005-01;459010;S;RENUNCIA;20085172;K;BRICK;SERGEI;XESS;OSSA;INGRESO;2005-01;
HP2;Magia;2006-01;551543;S;"BLOQUEO POR NO INSCRIPCION";25739022;1;SERGEI;NICOLLE;ALVARADO;RAVINET;INGRESO;2006-01;
HP2;Magia;2006-01;409383;N;"Sin Bloqueo";18956473;8;VAI-TIARE;JUSARA;BITAR;GARNHAM;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2017-01;2017-01
HP2;Magia;2005-01;558126;S;"SUSPENSION DE ESTUDIOS";9797823;3;MILICENT;WASHINGTON;GRAMOLA;MELGAREJO;INGRESO;2005-01;
HP2;Magia;2006-01;425431;S;"RENUNCIA FINANCIERA";17401074;K;JOHANA;NABI;MARCANO;NOGUES;INGRESO;2006-01;
HP2;Magia;2010-01;597230;S;"CAMBIO DE PLAN O CARRERA";12830844;3;ALE.;JASSIEL;LONGUEIRA;RAVENNA;INGRESO;2010-01;2010-02
WH1;Hechicería;2007-01;381095;S;"RENUNCIA FINANCIERA";8391701;5;DANAE;ANAHYSS;TRIVIÑO;MUNDACA;INGRESO;2007-01;
HP2;Magia;2007-01;559036;S;RENUNCIA;14813165;5;GERALDINE;CHEUQUELEN;ANDRADE;LORIE;INGRESO;2007-01;
HP2;Magia;2013-01;486941;S;"ALUMNO CON DEUDA MOROSA";8294310;0;RAYEN;MEI-LIN;"DI LORENZO";SCHICK;"1 SEMESTRE";2013-01;2013-01
HW2;Magia;2021-01;582250;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS";5145995;4;MARTIN;JOSEPHA;TANGÜIS;CONTRERAS;"3 SEMESTRE";2023-01;2023-02
HW2;Magia;2010-01;596463;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";13545644;9;ANAVÌ;JAZMI;SANPEZE;MOLLA;INGRESO;2010-01;2012-02
HP2;Magia;2006-01;620659;S;"SUSPENSION DE ESTUDIOS";24899698;5;EDUAR;VIOLETHA;WITTERSHEIM;CAIMANQUE;INGRESO;2006-01;
HW2;Magia;2012-01;530150;S;"BLOQUEO POR NO INSCRIPCION";10474554;K;MAITE;ANISE;ZURITA;ARENAS;INGRESO;2012-01;
HW2;Magia;2006-02;472444;S;"RENUNCIA FINANCIERA";10997247;3;KATTHERINE;MORIN;ITURRIETA;PALLARES;INGRESO;2006-02;
HW2;Magia;2024-01;552595;N;"Sin Bloqueo";5179938;2;ADRIAN;ALEXANDRA;LANAS;AZAGRA;INGRESO;2024-01;
WH1;Hechicería;2006-01;639051;S;"RENUNCIA FINANCIERA";18079711;8;DELZI;MACCARENA;FRES;LOBEL;INGRESO;2006-01;
HP2;Magia;2006-01;483536;S;"RENUNCIA FINANCIERA";4829813;4;HENID;JESSENIA;AMBUL;VARELA;INGRESO;2006-01;
PH1;Magia;2008-01;507447;S;"SUSPENSION DE ESTUDIOS";24343921;4;ARIASELVA;SCARLETT;CHILCOVSKY;PARODI;INGRESO;2008-01;
WH1;Hechicería;2005-01;530006;N;"Sin Bloqueo";12063626;4;GRIMME;YERSON;ZUNINO;MALLEGAS;INGRESO;2005-01;
HP2;Magia;2005-01;516059;S;"SUSPENSION DE ESTUDIOS";21767844;6;JASMIN;CHARLYN;CAMAGGI;FONTEALBA;INGRESO;2005-01;
HW2;Magia;2006-01;552207;S;"BLOQUEO POR NO INSCRIPCION";15697582;7;ALEXANDRA;ANA;VERA;CATRIFIL;INGRESO;2006-01;
PH1;Magia;2005-01;579017;S;"SUSPENSION DE ESTUDIOS";21773094;8;CARMEN;ALEJ.;VIOLLIER;PIZARRO;"2 SEMESTRE";2007-01;2008-01
PH2;Magia;2005-01;445243;S;"ALUMNO EGRESADO";17204362;8;RONEY;SEBÁSTIAN;AGÜERO;MARCHESANI;"10 SEMESTRE - EGRESO";2014-02;2014-02
PH1;Magia;2011-01;460751;S;"ALUMNO CON DEUDA MOROSA";5145337;5;FERNANDA;AMERICO;CATRIL;BARRAZA;INGRESO;2011-01;
HP2;Magia;2007-01;536806;S;"RENUNCIA FINANCIERA";22810080;K;MARIANELLA;ARLETTE;BARTOLOZZI;HAMASAKI;INGRESO;2007-01;
HP2;Magia;2006-01;577474;S;"BLOQUEO POR NO INSCRIPCION";17570929;7;ZITA;GISELL;BARRIOS;LUNA;INGRESO;2006-01;
WH1;Hechicería;2007-01;389072;S;"RENUNCIA FINANCIERA";15903291;4;DENNYS;RICARDO;TRUJILLOS;UBEDA;INGRESO;2007-01;
HP2;Magia;2007-01;558815;S;"SUSPENSION DE ESTUDIOS";16938325;3;ANÍBAL;ELISABETH;CAAMAÑO;AVILES;INGRESO;2007-01;
HP2;Magia;2006-01;437567;N;"Sin Bloqueo";22613188;7;ANAVÌ;KJARA;LÉPEZ;OYANEDER;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2015-02;2015-02
HP2;Magia;2007-01;410816;S;"SUSPENSION DE ESTUDIOS";21852365;1;POLLETTE;MIKHAELA;TROYA;ALMUNA;INGRESO;2007-01;
HP2;Magia;2007-01;437037;S;"RENUNCIA FINANCIERA";10897166;7;ESTIVI;EUNICE;BALLERINES;NAMONCURA;INGRESO;2007-01;
HP2;Magia;2006-01;524478;S;"SUSPENSION DE ESTUDIOS";17663416;9;MAYTE;ERNEST;CÉSPED;ARRIZAGA;INGRESO;2006-01;
HW2;Magia;2021-01;648254;N;"Sin Bloqueo";14919123;9;JULIANO;RAISA;VELÁSQUEZ;ECHAGÜE;"2 SEMESTRE";2021-02;2024-02
HP2;Magia;2006-01;593377;S;"BLOQUEO POR NO INSCRIPCION";20624592;9;WASHINGTON;JULIETH;ARISTEGUI;"LA FLOR";INGRESO;2006-01;
HW2;Magia;2013-01;621281;S;"ALUMNO CON DEUDA MOROSA";24468358;5;LORETO;TRIESTE;BOYD;SCHINDLER;INGRESO;2013-01;
WH1;Hechicería;2007-01;414093;S;"ALUMNO CON DEUDA MOROSA";6349895;3;IVANNA;MILENA;ANTÚNEZ;YAKSIC;"1 AÑO";2008-01;2009-01
HW2;Magia;2013-01;397266;N;"Sin Bloqueo";10892723;0;NICOLÁS;YAREL;RAMÍREZ;ROUANET;INGRESO;2013-01;
GH2;Magia;2008-01;570096;S;"ALUMNO LICENCIADO";18403136;5;MARIEL;M.IGNACIA;SANCHO;GIOIA;INGRESO;2008-01;2015-02
HP2;Magia;2007-01;585823;S;"SUSPENSION DE ESTUDIOS";7130273;8;NALLY;LESLIE;SELMAN;TREIMAN;INGRESO;2007-01;
HP2;Magia;2008-01;407423;S;"CAMBIO DE PLAN O CARRERA";15284186;4;PATRICIO;ALDO;AGUILA;.;"4 SEMESTRE";2008-02;2008-02
HP1;Magia;2002-01;506094;S;"BLOQUEO POR NO INSCRIPCION";4565279;7;ADELA;LEONELLO;PEREZ;GANA;"PRIMER AÑO";2004-01;2006-01
HP2;Magia;2006-01;505320;S;"ALUMNO LICENCIADO";19819099;9;DELP.;SCARLYN;URZÚA;PARADA;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2014-02;2014-02
WH1;Hechicería;2006-01;373043;S;"BLOQUEO POR NO INSCRIPCION";9381036;2;BENJAMÍN;DELIA;ZAVALA;ARIN;"1 AÑO";2006-01;2006-01
HP2;Magia;2008-01;487145;S;"SUSPENSION DE ESTUDIOS";4164715;6;ELISA;MARCEL;DISI;ADASME;INGRESO;2008-01;
WH1;Hechicería;2011-01;459275;S;"BLOQUEO POR NO INSCRIPCION";6207967;0;ANDRESSA;M.IGNACIA;CARRILLO;O'KUINGHTON;INGRESO;2011-01;
HP2;Magia;2010-01;486976;S;"ALUMNO CON DEUDA MOROSA";15265077;5;MEI-LIN;VALENTIN;LINSAMBARTH;BRITO;"7 SEMESTRE";2014-01;2014-01
HP2;Magia;2007-01;603833;S;"SUSPENSION DE ESTUDIOS";21520374;7;KATHIA;DANIELLE;GOYCOOLEA;CÓRDOVA;INGRESO;2007-01;
HP2;Magia;2006-01;407512;S;"BLOQUEO POR NO INSCRIPCION";6453732;8;SANTOS;MACCARENA;JERIA;ALVAREZ;INGRESO;2006-01;
HW2;Magia;2006-01;502249;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";20151307;0;LESLYE;MARIA-BELEN;PRADO;FOSCHINO;INGRESO;2006-01;2007-01
HW2;Magia;2006-01;581033;S;"SUSPENSION DE ESTUDIOS";6253533;5;ISADORA;LILYBETH;JULIA;ESCÁRATE;"1 SEMESTRE";2008-02;
HP2;Magia;2007-01;524834;S;RENUNCIA;11429010;3;DARLENE;ATILIANO;BAUER;BERGUECIO;INGRESO;2007-01;
HW2;Magia;2010-01;556396;S;"ALUMNO CON DEUDA MOROSA";10576212;0;HANRY;YESIKA;MOGGIA;PELISSIER;INGRESO;2010-01;
HP2;Magia;2007-01;400835;S;"RENUNCIA FINANCIERA";12578921;1;BARHUM;DANNAE;ORREGO;BORDA;INGRESO;2007-01;
GH2;Magia;2006-01;650056;S;"ALUMNO CON DEUDA MOROSA";14839538;0;CELENE;ALICIA;ROJAS;HUAIQUIMILLA;INGRESO;2006-01;
WH1;Hechicería;2009-01;450183;S;"ALUMNO CON DEUDA MOROSA";21220034;0;MASSIEL;JARED;PARIS;COLIÑIR;INGRESO;2009-01;
HP1;Magia;2004-01;586511;S;"ALUMNO LICENCIADO";24301526;2;ELIAS;GERMÁN;VÁSQUEZ;CISTERNA;"SEGUNDO AÑO";2006-01;2008-02
HP1;Magia;2001-01;591179;S;"ALUMNO EGRESADO";16990063;2;HERNANDO;HÉCTOR;LUCO;DOMICH;"SEGUNDO AÑO";2003-01;2005-01
PH1;Magia;2006-01;485096;S;"ALUMNO LICENCIADO";5204527;8;RAÙL;GENOVEVA;PEZOA;CALFILEO;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2018-01;2018-01
PH1;Magia;2007-01;630225;S;"ALUMNO EGRESADO";12777088;1;MARIA-BELEN;MIGUELA;"PENA Y LILLO";VÉLIZ;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2011-02;2011-02
HP2;Magia;2007-01;588842;S;"RENUNCIA FINANCIERA";24253709;9;ROXANA;FREDY;TERRISSE;ARISTEGUI;INGRESO;2007-01;
HP2;Magia;2007-01;589843;N;"Sin Bloqueo";17153790;3;DAMIÁN;M.IGNACIA;PAINEFIL;ZENTENO;"LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES";2018-01;2018-01
HW2;Magia;2020-01;503146;S;"SUSPENSION DE ESTUDIOS";5709082;8;HODETH;JEYSON;CHINGA;TRUOL;INGRESO;2020-01;
HP2;Magia;2006-01;614635;S;"SUSPENSION DE ESTUDIOS";7656991;1;ADELINA;SUSANA;PIÑA;MONTEIROT;INGRESO;2006-01;
GH3;Magia;2008-01;644060;S;"ALUMNO CON DEUDA MOROSA";25548122;1;LISETTE;ARY;SERQUEIRA;MACAYA;INGRESO;2008-01;
HW2;Magia;2010-01;444402;S;"BLOQUEO POR NO INSCRIPCION";18713325;5;JAIRO;DAMIÁN;LIN;MÜHLENBROCK;INGRESO;2010-01;2010-01
HP2;Magia;2006-01;534604;S;"RENUNCIA FINANCIERA";13026915;1;GREIZY;TREISSY;GRIMBERG;VILLAGRÁN;INGRESO;2006-01;
HW2;Magia;2012-01;647153;S;"BLOQUEO POR NO INSCRIPCION";11263710;K;CLEFELINA;ERIKA;SOMALO;BUGMANN;INGRESO;2012-01;
PH1;Magia;2008-01;644445;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS";18425726;9;FDO.;EDUAR;RICCI;ADROVEZ;INGRESO;2008-01;2009-02
HP2;Magia;2008-01;631255;S;"ALUMNO CON DEUDA MOROSA";4767346;0;ANICE;MARSA;.;LLEVUL;INGRESO;2008-01;2009-02
HW2;Magia;2007-01;433599;S;"SUSPENSION DE ESTUDIOS";5301565;2;BARHUM;VALESHKA;LOBEL;DEISCHLER;INGRESO;2007-01;
HW2;Magia;2006-01;551488;S;"ALUMNO CON DEUDA MOROSA";20067190;9;IVANA;VITTORIO;GALLEGO;EMBRY;"2 SEMESTRE";2014-01;
HP2;Magia;2006-01;417381;S;"SUSPENSION DE ESTUDIOS";9633425;5;ASTRID;LEE;MELLER;KOHLE;INGRESO;2006-01;
HP2;Magia;2007-01;567860;S;"SUSPENSION DE ESTUDIOS";6271891;4;NIARUS;SANTI;CIUDAD;HOPP;INGRESO;2007-01;
WH1;Hechicería;2006-01;542054;S;"BLOQUEO POR NO INSCRIPCION";20983883;3;NOE;FEZZAN;ARTUS;LAYERA;INGRESO;2006-01;
HP2;Magia;2006-01;635537;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";15140117;0;BRENDA;M.IGNACIA;PAIRICÁN;MORAN;INGRESO;2006-01;2006-01
WH1;Hechicería;2008-01;472151;S;"SUSPENSION DE ESTUDIOS";6538715;5;VESNA;KEYBELL;GAMARRA;GROLLMUS;INGRESO;2008-01;
WH1;Hechicería;2006-01;423055;S;"ALUMNO CON DEUDA MOROSA";24087278;0;PAQUITA;CRISS;TAIBA;LANGENBACH;INGRESO;2006-01;
PH2;Magia;2013-01;370262;S;"ALUMNO CON DEUDA MOROSA";5511016;5;VÍCTOR;ADRIAN;FRANCE;ALCAYAGA;INGRESO;2013-01;
HW2;Magia;2011-01;631781;S;"CAMBIO DE PLAN O CARRERA";16275779;4;ENGEL;JEAN-PIERRE;ARIN;FALCON;"4 SEMESTRE";2017-02;2017-02
HW2;Magia;2012-01;367035;S;"CAMBIO DE PLAN O CARRERA";23762173;4;ADIS;GIULIANNA;SANTIS;BAZAN;INGRESO;2012-01;
PH1;Magia;2010-01;510673;S;"BLOQUEO POR NO INSCRIPCION";9749245;K;GABRIELA;ORIEL;ECHAGÜE;ROGERS;INGRESO;2010-01;2010-02
HP2;Magia;2008-01;619502;N;"Sin Bloqueo";22364030;2;ARANTZA;HORACIO;URTUBIA;ANTIHUENO;INGRESO;2008-01;
HW2;Magia;2013-01;554292;S;"ALUMNO CON DEUDA MOROSA";11066309;1;HERMANN;PAULINA;BETTIZ;CERVELLINO;INGRESO;2013-01;
HP2;Magia;2011-01;596282;S;"SUSPENSION DE ESTUDIOS";18790572;9;COVADONGA;PAMEL;PAILAHUAL;HORMAZABAL;INGRESO;2011-01;
HP1;Magia;1993-01;586253;S;"ALUMNO EGRESADO";7710915;6;ARISTÍDES;ANGELO;ANDERSON;COLIL;"QUINTO AÑO- EGRESO";1999-02;1999-02
HP2;Magia;2006-01;433623;S;"SUSPENSION DE ESTUDIOS";8134374;K;ORNELLA;CHARITT;ALAMOS;CALDERÓN;INGRESO;2006-01;
HP2;Magia;2008-01;509394;S;"ALUMNO CON DEUDA MOROSA";25684921;0;JHOAN;HELENA;VANZETTI;PARRAO;INGRESO;2008-01;
GH2;Magia;2008-01;581126;S;"BLOQUEO POR NO INSCRIPCION";4324816;4;VALERY;RAÙL;AVELLINO;SIMPLICIO;INGRESO;2008-01;2009-01
GH2;Magia;2007-01;404070;S;"BLOQUEO POR NO INSCRIPCION";22721159;4;YOCELYN;VAI-TIARE;HERBORN;BAUER;INGRESO;2007-01;2007-02
HP2;Magia;2012-02;528769;N;"Sin Bloqueo";19632284;K;FDO.;ALEXANDRA;CAMPIÑO;ABELEIDA;INGRESO;2012-02;
PH1;Magia;2007-01;494313;N;"Sin Bloqueo";13438510;9;KEVIN;DAYANNA;PUGA;BARTOLOZZI;INGRESO;2007-01;
HP2;Magia;2010-02;619271;S;"BLOQUEO POR NO INSCRIPCION";17262706;3;CELINDA;KARI;"PEREZ DE VALENZUELA";ÁGUILA;INGRESO;2010-02;
HP2;Magia;2008-01;382505;N;"Sin Bloqueo";16657341;8;RENZO;ROBIN;OLIVOS;MONTT;INGRESO;2008-01;
HP2;Magia;2006-01;374443;S;"ALUMNO EGRESADO";17158868;4;JOSER.;LIZA;BACCIARINI;MATTHEWS;"10 SEMESTRE - EGRESO";2010-02;2010-02
HW2;Magia;2012-01;398993;S;"ALUMNO CON DEUDA MOROSA";25534540;7;GEOVANA;NICOLETTE;LIBERONA;CANEPA;INGRESO;2012-01;
HP2;Magia;2007-01;510909;S;"ALUMNO CON DEUDA MOROSA";20552828;8;ANARIEL;BETSY;"DE CASO";YAIKIN;INGRESO;2007-01;
HW2;Magia;2010-01;456461;S;"ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO";20640479;8;LICETTE;EDO.;MANOSALVA;URTUBIA;INGRESO;2010-01;2013-02
